METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
136,2506-150926-89-01-734165,20251029150304421N,十一州村至庙湾子村自然村通硬化路,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
136,2510-150102-89-01-274597,20251029145030347N,测试件33,社会事业项目备案,批复
136,2110-150105-89-01-393840,20251029144807332N,白塔110千伏变电站二电源工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
136,2510-150725-04-05-996916,20251029144547329N,陈巴尔虎旗建筑垃圾资源化利用工程项目,城镇污水和生活垃圾处理（除垃圾发电外）项目项目建议书审批,批复
136,2306-152224-04-01-367644,20251029144432311N,蒙东兴安突泉县兴隆山66千伏输变电工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,
136,2510-150172-04-01-797328,20251029144134276N,化工集中区配套道路管网一期工程,城市基础设施项目建议书审批,批复
136,2507-150222-04-01-518699,20251029143713262N,包头市固泰新能源有限公司固阳县银号镇383.98KW户用分布式光伏发电项目,光伏电站项目备案,批复
136,2107-150221-04-01-299432,20251029143655258N,萨拉齐镇蒙拉农牧有限公司优质肉牛生态养殖基地建设项目,农林牧水项目备案,批复
136,2510-150302-07-02-227968,20251029140834232N,乌海市华信煤焦化有限公司100万吨/年焦化环保超低排放技术改造治理项目,工业项目备案（工信）,批复
158,2510-150623-60-01-796807,20251019131719757N,鄂尔多斯市廊泰新能源科技有限公司共有徐步兴等5户262kw非自然人申请建设分布式光伏发电项目,光伏电站项目备案,批复
158,2510-150623-60-01-499473,20251019131320755N,鄂尔多斯市廊泰新能源科技有限公司共有高巧巧等5户248kw非自然人申请建设分布式光伏发电项目,光伏电站项目备案,批复
158,2510-150981-04-01-173284,20251018163015708N,丰镇市巨宝庄镇城乡一体化供水工程,农牧业项目建议书的审批,批复
158,2510-150622-60-01-325655,20251018132414696N,内蒙古自治区鄂尔多斯市准格尔旗樊三女自然人户用分布式光伏项目,太阳能热发电项目备案,批复
158,2505-150102-04-04-317879,20251018130826687N,自治区检查检验结果互通共享平台项目（一期）,政府投资信息化类项目初步设计审批,批复
158,2510-150204-04-01-692527,20251018100853667N,青山伍心孝荣综合医院改建项目,社会事业项目备案,批复
158,2510-150627-04-01-938900,20251017200907577N,西北恒辉电子（内蒙古）有限责任公司技术支持中心项目,外商投资项目备案,批复
158,2409-150105-04-04-497231,20251017192700565N,呼和浩特市档案史志馆数字档案馆建设项目,信息化类项目可行性研究报告审批,批复
158,2510-150105-04-04-255164,20251017182126540N,中基层法院审判专用信息化设备项目,政府投资信息化类项目可行性研究报告审批,批复
158,2510-152201-04-01-434721,20251017180506486N,中核科右前旗风储制氢制氨一体化示范项目220kV送出线路工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
51,2502-150825-04-01-566320,20251110084511298N,乌拉特后旗城镇供水管网更新改造项目,城市基础设施项目初步设计审批,批复
51,2410-152971-89-02-899679,20251110084343293N,年产3000吨3-溴-1-(3-氯-2-吡啶基)-1H-吡唑-5-羧酸（K酸）改扩建项目,工业项目备案（审批局）,批复
51,2511-150429-04-01-500872,20251110084209278N,宁城县存金沟乡以工代赈河堤治理工程,重点流域水污染防治项目可行性研究报告审批,批复
51,2511-150423-04-01-849516,20251110084111277N,巴林右旗大板镇乌额根图嘎查以工代赈水泥路建设项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目可行性研究报告审批,批复
51,2502-150825-04-01-734694,20251110083830271N,2025年巴彦淖尔市乌拉特后旗城市燃气管道等老化更新改造项目,城市基础设施项目初步设计审批,批复
51,2511-150421-04-01-245110,20251110083148268N,天山镇北岗台村街巷硬化以工代赈项目,以工代赈示范类项目可行性研究报告审批,批复
51,2511-152221-04-01-276637,20251109201716258N,科尔沁右翼前旗然泰新能源有限公司内蒙古科尔沁右翼前旗（韩伟民）130KW光伏发电项目,光伏电站项目备案,批复
51,2511-150902-04-01-139511,20251109175750247N,乌兰察布市集宁区洪涝灾害抢险设备及应急恢复项目,城市基础设施项目建议书审批,批复
51,2511-150602-60-01-947329,20251109174454245N,鄂尔多斯市东胜区盛辰综合服务公司新建变压器,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
51,2511-150203-04-02-496816,20251109173725237N,新贤城油库安全环保技术改造项目,能源类的项目备案,批复
118,2510-150221-04-01-285682,20251030170444453N,包头市融达煤炭有限责任公司安装250KVA变压器项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
118,2510-150521-04-01-335759,20251030170101438N,科左中旗兴胜砖厂7000万块/年煤矸石烧结砖生产线建设项目,工业项目备案（发改）,批复
118,2510-150622-04-04-860109,20251030165947436N,准格尔旗政务云信创升级扩容改造项目,信息化类项目建议书审批,批复
118,2510-150821-04-01-959726,20251030165235409N,五原县沟道及排水泵站防洪排涝提质改造工程一期,农林牧水项目建议书审批,批复
118,2510-150822-07-02-879497,20251030165228407N,内蒙古磴口县万晨千峰水泥有限公司原料卸车封闭棚建设项目,工业项目备案（工信）,批复
118,2510-150525-04-01-787157,20251030165029405N,奈曼旗2025年度育肥牛产业园建设项目,政府投资社会事业项目可行性研究报告审批,批复
118,2510-152222-04-05-798334,20251030164035372N,科右中旗三鼎矿业有限责任公司科尔沁右翼中旗扎木钦矿区高岭土、叶腊石矿扩建项目,工业项目备案（发改）,批复
118,2311-150621-60-01-534172,20251030163645322N,达拉特旗潮脑梁生态治理煤矸石综合利用项目,能源类的项目备案,批复
118,2510-150525-04-01-787157,20251030163256308N,奈曼旗2025年度育肥牛产业园建设项目,政府投资社会事业项目项目建议书审批,批复
118,2408-150172-04-01-156316,20251030163221305N,中电储能电池安全先进试验中心及独立储能电站示范项目,工业项目备案（发改）,批复
56,2510-150403-04-01-218561,20251015152854446N,赤峰市望泰新能源有限公司非自然人户用76千瓦分布式光伏发电项目（张丙合庭院）,光伏电站项目备案,批复
56,2510-152531-04-01-726501,20251015152614444N,多伦县小河子河水体综合整治及水质净化工程,重点流域水污染防治项目可行性研究报告审批,批复
56,2510-150902-04-01-784288,20251015152148435N,乌兰察布道路材料循环利用加工中心改性沥青生产线项目,工业项目备案,批复
56,2510-150626-04-01-435825,20251015152137432N,巴音温都尔嘎查金昱隆物流仓储一体化项目,仓储物流类项目备案,批复
56,2510-150205-04-01-858932,20251015152105430N,包头市石拐区低空经济产业发展配套基础设施升级改造项目,城市基础设施项目可行性研究报告审批,批复
56,2510-150581-04-01-575754,20251015151421323N,南处长楼331-4栋新建房屋项目,房地产项目备案,批复
56,2309-150207-04-01-305957,20251015151418320N,王补全屋顶院落200千瓦光伏项目,光伏电站项目备案,批复
56,2510-150926-89-01-296042,20251015150424290N,内蒙古裕兴铁合金有限责任公司2×45000KVA全密闭富锰渣交流电炉建设项目,涉及工业企业投资项目备案,批复
56,2407-150204-04-05-411662,20251015145318261N,包头师范学院教学、科研技术设备更新置换项目,社会事业项目可行性研究报告审批,批复
56,2508-152502-04-04-861048,20251015141908220N,锡盟公安局经侦数据化实战综合应用系统,信息化类项目可行性研究报告审批,批复
110,2510-150723-04-01-223867,20251031163758236N,鄂伦春自治旗植桂园禧悦酒店改建项目,旗县产业类项目备案,批复
110,2510-150622-07-02-583009,20251031162621211N,内蒙古满世乳业有限公司液体乳生产技术改造项目,工业项目备案（工信）,批复
110,2510-150206-04-01-608592,20251031162325209N,白云丰沃稀土现代农业研发示范基地,农林牧水项目备案,批复
110,2510-150627-04-01-448904,20251031162112207N,鄂尔多斯市颐和工贸有限责任公司建筑垃圾回收再利用建设项目,环资类备案,批复
110,2511-150105-04-01-952621,20251031161810201N,呼和浩特青城特来电新能源科技有限公司富华物业充电项目,加油站、加气站、充电桩项目备案,批复
110,2510-150802-04-03-398358,20251031161223173N,内蒙古智诚包装有限公司塑料包装印刷生产项目,社会事业项目备案,批复
110,2509-152502-04-04-655275,20251031160811159N,数据安全态势感知平台项目,信息化类项目初步设计审批,批复
110,2510-150522-04-01-921272,20251031160234148N,科尔沁左翼后旗团结路防洪排涝工程,城市基础设施项目建议书审批,批复
110,2510-150303-04-01-446696,20251031160003123N,乌海市榕鑫能源实业有限责任公司焦炉烟气脱硫脱硝项目,环资类备案,批复
110,2403-150525-04-01-931930,20251031155856120N,内蒙古美佳汇新材料有限公司陶瓷纤维毯（硅酸铝针刺毯）项目,工业项目备案（发改）,批复
115,2411-150105-04-04-808111,20251031102600250N,实景三维内蒙古信息化建设项目,政府投资信息化类项目初步设计审批,
115,2510-150430-04-01-297942,20251031102309154N,大中型水库移民后期扶持敖汉旗长胜镇坤头岭村路灯建设项目,水库移民后期扶持项目实施方案审批,批复
115,2510-152524-04-01-880635,20251031102241151N,苏尼特右旗金牧活畜交易项目,农林牧水项目备案,批复
115,2504-152501-04-01-647362,20251031101426134N,和聚元贸易有限公司一期5.99MW分布式光伏项目,光伏电站项目备案,批复
115,2510-150430-04-01-300212,20251031101012984N,敖汉旗2025年大中型水库移民后期扶持四道湾子镇二道湾子村街巷硬化项目（结余资金）,水库移民后期扶持项目实施方案审批,批复
115,2511-150626-60-05-765297,20251031100852982N,中天合创绿色降碳升级改造项目液化天然气装置,能源类的项目备案,批复
115,2508-150123-04-01-540138,20251031100337979N,内蒙古盛乐云豆食品有限公司农副产品及调味品加工项目,旗县产业类项目备案,批复
115,2510-152201-04-04-446012,20251031095943966N,兴安盟紧密型县域医共体信息化建设项目,信息化类项目可行性研究报告审批,批复
115,2510-150785-04-01-357270,20251031094806957N,根河市殡仪馆分馆建设项目,政府投资社会事业项目项目建议书审批,批复
115,2409-150602-04-01-292124,20251031094614954N,鄂尔多斯市东宜煤矸石环保砖固废处置利用项目,环资类备案,批复
139,2510-150725-07-02-103939,20251029112023876N,陈巴尔虎泉力萤石有限公司尾矿干排建设项目,工业项目备案（工信）,批复
139,2504-150402-04-01-123537,20251029111720865N,2025年百合花园等6个城镇老旧小区电力及通讯设施设备更新改造建设项目,住房和城乡建设领域初步设计审批,批复
139,2510-150624-04-01-821715,20251029111606860N,内蒙古中湖能源有限责任公司煤矸石综合利用项目,环资类备案,批复
139,2508-150223-04-01-272981,20251029111234844N,达茂联合旗石宝镇马海燕等7人户用分布式光伏发电项目,光伏电站项目备案,批复
139,2510-150703-04-05-374615,20251029105934805N,扎赉诺尔区夕阳红康养中心改建项目（消防）,社会事业项目备案,批复
139,2504-150402-04-01-994808,20251029105803798N,2025年天元小区等10个城镇老旧小区电力及通讯设施设备更新改造建设项目,住房和城乡建设领域初步设计审批,批复
139,2507-150425-04-01-992804,20251029105322712N,黑龙江臻邦科技有限公司种子加工基地改扩建项目,农林牧水项目备案,批复
